x1,x2,x3,x4,x5,x6,x7,x8,x9,x12,x14,x16,x17,L_d1,L_d2,L_d3,L_d4,L_d5,L_d6,L_d7,L_d8,L_d9,L_d10,L_theta1,L_theta2,R_d1,R_d2,R_d3,R_d4,R_d5,R_d6,R_d7,R_d8,R_d9,R_d10,R_theta1,R_theta2
0.3597023684358709,0.6346449335678863,0.147200577433862,0.2668689032999108,0.309437845438851,0.4285872585423278,0.7433717302028887,0.47129030600033067,0.29769829894392325,0.27473562667129486,0.32912167329262104,0.40584489620599296,0.3730655832185235,0.3438781919202929,0.20543282353963394,0.5342422408606615,0.5856102958899758,0.4141914648841441,0.7424652932593804,0.6347460293652174,0.5251098243349918,0.31547286857916534,0.20973244443767497,0.7608322520995207,0.584191233142286,0.18183719447673846,0.6745307597386309,0.5412063443799952,0.6674750812547029,0.4201335739605618,0.6681315154194138,0.6376667282936627,0.44759893079751145,0.33591558468494725,0.20973244443767497,0.5993229060149522,0.49306127413520506
0.40957714821983776,0.46362847238420796,0.16742621630668322,0.35232484845132384,0.4173048107810729,0.27434780445284634,0.7336471531459152,0.45760736344472164,0.9621590856527901,0.6802457397747461,0.2613511926430744,0.18941343633992838,0.4085705595651022,0.28322084355533805,0.11601843249178474,0.4053788065749365,0.5122267902513868,0.48464907469081064,0.3856682782725472,0.433038389583316,0.41904781859662976,0.6306989758204,0.7892633182658122,0.4740109884335313,0.20787469580511572,0.30214720011989143,0.12702184546650172,0.4643894108668026,0.508695066171918,0.4627381601980166,0.4125258309834836,0.43631539541568254,0.3644621724086664,0.5723114099671177,0.7892633182658122,0.6201215402778153,0.30817461311276534
0.7360506323326429,0.5958971780571729,0.20024383789367947,0.9445002891200103,0.2671460874539918,0.7964850219522205,0.334928153762093,0.5161731078240068,0.8859395281654394,0.557906929656848,0.2780344685183693,0.30134961546899036,0.7414187419960041,0.30678442850693627,0.38955056578191555,0.416584525061295,0.6160768210674449,0.46870393407169314,0.4788246662470376,0.6504778130329919,0.41904781859662976,0.4797126818409284,0.9336405516365762,0.728071075907393,0.5596560697809462,0.2571155214111643,0.4308208420219578,0.517861177325983,0.49627587309615356,0.42670636102873466,0.5117294776442609,0.6054806789133775,0.43057361969384933,0.44212370015063096,0.9336405516365762,0.6925537902578818,0.3660076014270628
0.3313426507744572,0.3209015379522534,0.49294859772711797,0.25511220664803796,0.3706862992539384,0.3104970970730521,0.6934859922673787,0.28490825640863365,0.3663987012651853,0.5410461257732254,0.23429773506845694,0.5576863163097991,0.34403991087832625,0.5632202983010471,0.5551708200287961,0.8068777248529365,0.7682316057417568,0.44103195875212975,0.177988159727715,0.4499291142223604,0.7075960605508458,0.6991854002798866,0.6589757666855047,0.5832232810523085,0.8046573744782063,0.5497577423012227,0.6148967614928702,0.7657594455562045,0.7181072710880618,0.47306908908329365,0.14371141337288645,0.4029889864693417,0.680811807350483,0.5166905492674992,0.6589757666855047,0.3391769789662122,0.8331393821742797
0.7560511994520829,0.8985603741415744,0.6814248486170106,0.7178861578343372,0.3885623740298091,0.7231140194262188,0.5593412169728296,0.6546121262737352,0.7265107310350952,0.8713433387068834,0.865983947467165,0.5702463234062367,0.8740373389094781,0.16507466579946,0.7697508022115687,0.8577425482097736,0.4558300646716276,0.5587093548290298,0.40159819174906164,0.2779714526932722,0.4018206879669294,0.49896436565547964,0.8390760282864173,0.8780145705658989,0.11280509164310937,0.16975237462179585,0.723637213792628,0.8496444130007781,0.3880398175578247,0.5936942421543036,0.5020608968273462,0.21706452922305633,0.5165341922661066,0.5166905492674992,0.8390760282864173,0.9486681730618943,0.12630907744382902
0.3702788078759978,0.27420811837060977,0.2974244781276259,0.5509542621151132,0.3423703115842317,0.3046668192638251,0.34050744440160047,0.1343341409490852,0.399746150788363,0.14053718012253996,0.3732024285984443,0.23175434855062996,0.1371670174659585,0.1729925045331439,0.5605143281651741,0.6431443330264142,0.5030646594316435,0.3611998006144634,0.38630835893019083,0.39975610984159765,0.5778924155079603,0.4797126818409284,0.6208820776907722,0.9311259900298868,0.365172545815402,0.1942924413350617,0.4505668663828875,0.5396383913667915,0.4646282941586693,0.43998851382403037,0.4557574579678658,0.45321696602929956,0.5337723262290941,0.33591558468494725,0.6208820776907722,0.8855174848575803,0.5100414964258865
0.3750814432633826,0.6903351443236145,0.7300975233322708,0.19661147341517582,0.4817899943906259,0.22719733891331306,0.2107715658065071,0.4472878823978307,0.48308065717342435,0.30750971826039053,0.5397407489623938,0.5576863163097991,0.2709766862284575,0.587891106888532,0.8379967470137589,0.17170061519506868,0.4784356791570961,0.7328876069495329,0.4317840411670276,0.7751656935146848,0.736166796162373,0.7454661193006816,0.5812372596405805,0.45352118893194504,0.44774941381816247,0.6744791021732772,0.8327424523452986,0.2602859291241602,0.5688419598510791,0.7365533430752187,0.5119135788925665,0.7396962071163804,0.7989451894825345,0.5723114099671177,0.5812372596405805,0.6599569679893741,0.18325171840711896
0.637843816195299,0.4862398174224733,0.7585377434396434,0.5508253484390699,0.238710867923797,0.5974930325038972,0.7977048994072243,0.6154630526585564,0.6349394101568896,0.6289803508807648,0.8088075887849235,0.6432112984561359,0.6012329472325958,0.6834936539133644,0.3390684293838919,0.4417255713313246,0.7865500412520826,0.6863615188478859,0.39098354647868405,0.433038389583316,0.7075960605508458,0.5374199181583778,0.45798344569413685,0.6938841801564312,0.8072544620620422,0.5737666164433222,0.4546179679396756,0.32812261666346015,0.765285574638132,0.6465212291849394,0.5105327441937301,0.370534814648298,0.7635625829664114,0.5723114099671177,0.45798344569413685,0.6557813488942613,0.8656625032574288
0.45679652763261136,0.1337992541744155,0.5237103505918103,0.43312571861258703,0.43497255697867504,0.42112203229219397,0.8665100207445801,0.38179233365271165,0.5604236291283345,0.5354029540725564,0.49141119242691983,0.4940959942165114,0.4113469187220238,0.4143627745665874,0.44311039919804124,0.7927845478103835,0.2517084083143632,0.3033939212435321,0.34412523272157264,0.6024336830509086,0.5951576773702747,0.3323436009697119,0.33966632407197117,0.7433532065999301,0.4686280047635189,0.3148403802058525,0.37887107523522007,0.8441670484460114,0.2914930712853308,0.294314680233526,0.4332922972701975,0.5555224120960037,0.44759893079751145,0.33591558468494725,0.33966632407197117,0.7895639410272677,0.33738052631441817
0.5767822525017297,0.5162281112891501,0.4878746087398831,0.2057372966703471,0.27194821099292105,0.7308940867648283,0.25942841025369817,0.5135907547225252,0.8277729662980937,0.8042961164353198,0.5367325539628952,0.7502822973243266,0.8277624446429602,0.7028491864154917,0.8615166816710123,0.8268827808230813,0.4487670960825808,0.8599560160921234,0.699857638788933,0.7238581312478437,0.8411688236110214,0.5182191206481979,0.8154665938268855,0.7413017165702358,0.16845066155108165,0.6979835302074191,0.825209217444882,0.6365672791399138,0.5023343914677775,0.881864664739726,0.6889390773622956,0.7263022355227136,0.8302102437419416,0.5166905492674992,0.8154665938268855,0.7041618743162386,0.13328941034806713
